Segmento,Segmento 1,Nome_Fantasia,Tel 1 ,Tel 2 ,Tel 3,Tel 4 ,Tel 5 ,Tel 6,E-mail ,Contato ,Rua ,Bairro ,Municipio ,UF ,CEP,ROTERIZAÇÃO ,Finalização ,__PowerAppsId__
"Turismo ","TURISMO","Sabine Tour","(21) 2710-1446",,,,,,,,"Trade Center - R. Ator Paulo Gustavo, 26 - loja 125 ","Icaraí ","Niterói ","RJ ","24230-060","-22.903294325011622, -43.11472344349235",,
"Estética ","SAÚDE","Thainá Ramos - Depilação e Estética","(21) 99238-6018",,,,,,,,"R. D, 1080 ","Parque Santana","Magé ","RJ ","25937-224","-22.63435144777408, -43.177189487322494",,
"Estética ","SAÚDE","Centro de Estética Camila Guerra","(21) 2666-7577",,,,,,,,"R. Prof. Venina Correa Torres, 230 - sala 907","Centro ","Nova Iguaçu ","RJ ","26221-200","-22.758670066950693, -43.4466627026645",,
"Turismo ","TURISMO","Paradise Travel Tours","(21) 2018-1938",,,,,,,,"Av. Rui Barbosa, 87 ","São Francisco ","Niterói ","RJ ","24360-440","-22.897130491869245, -43.12370707681177",,
"Estética ","SAÚDE","Estética Clínica Harmonizze Facial e Corporal - Limpeza de Pele Personalizada - Depilação à Laser- Nova Iguaçu","(21) 99727-3322",,,,,,,,"Edifício Le Monde Office - Av. Dr. Mario Guimarães, 428 - sala 715 ","Centro","Nova Iguaçu ","RJ ","26255-230","-22.759067715508305, -43.45557821245013",,
"Estética ","SAÚDE","Clínica Bio Estética Avançada","(21) 97649-4262",,,,,,,,"Rua Otávio Tarquino 8 sobre loja sala1","Centro ","Nova Iguaçu ","RJ ","26210-172","-22.759529761916063, -43.45125990582388",,
"Turismo ","TURISMO","Agência de Intercâmbio STB ","(21) 96636-1568",,,,,,,,"Círculo Coworking - R. Otávio Carneiro, 100 - Sala 1106 ","Icaraí ","Niterói ","RJ ","24230-191","-22.906308891840073, -43.109606966267464",,
"Estética","SAÚDE","Emagrecentro Madureira","(21) 3798-5996",,,,,,,,"R. Domingos Lopes, 642","Madureira","Rio de Janeiro","RJ","21310-120","-22.877170092653163, -43.34017145980626",,
"Turismo","TURISMO","Hashtag Tours - Trilhas e Viagens","(21) 97160-6256",,,,,,,,"Tv. do Holofote, 15 ","Santana ","Niterói ","RJ ","242110-010","-22.879111211785453, -43.109460443493056",,
"Estética ","SAÚDE","Barth Estética","(21) 99861-7651",,,,,,,,"R. Maria Angélica, 42 ","Alvorada ","Nova Iguaçu ","RJ ","26261-370","-22.761074065146772, -43.485123244992224",,
"Turismo ","TURISMO","New Gênesis Operadora de Viagens","(21) 2705-7644",,,,,,,,"Edifício Galery Center Rua da conceição 154 - Cobertura, Sala 1207c","Centro ","Niterói ","RJ ","24020-084","-22.894561412290148, -43.11978014349269",,
"Estética","SAÚDE","Nosso Espaço Estética","(21) 2671-5299",,,,,,,,"Av. Duque de Caxias, 104 ","Centro ","Duque de caxias ","RJ ","25070-070","-22.78484795286589, -43.30851103335302",,
"Estética ","SAÚDE","Esteticista laryssa","(21) 97429-6405",,,,,,,,"Av. Min. Edgard Romero, 224 - , Rio de Janeiro - RJ, 21360-200","Madureira","Rio de Janeiro","RJ","21360-200","-22.87067696778081, -43.335743856274036",,
"Turismo ","TURISMO","Destine-se Viagens","(21) 3492-9761",,,,,,,,"R. Geraldo Martins, 245 ","Icaraí ","Niterói ","RJ ","24220-380","-22.90292019430439, -43.100329087672506",,
"Estética","SAÚDE","Amor de Amora Estética","(21) 2771-9294",,,,,,,,"R. Assunção, 48 - sala 1","Jardim vinte e cinco de agosto ","Duque de caxias ","RJ ","25075-090","-22.789088824203482, -43.30407951986144",,
,"TURISMO","Poltrona Vip Turismo","(21) 2721-2458",,,,,,,,"R. Ator Paulo Gustavo, 150 - Loja 119 ","Icaraí ","Niterói ","RJ ","24230-061","-22.905376348177164, -43.11216178952439",,
"Estética ","SAÚDE","Ortoestética Madureira: Implantes, Facetas, Harmonização Facial, Rio de Janeiro","(21) 98068-8147",,,,,,,,"R. Carolina Machado, 560 - Loja 111 e 112","Madureira","Rio de Janeiro","RJ","21351-021","-22.87399845254087, -43.340205030970445",,
"Estética ","SAÚDE","BEM MAIS Estética | Centro de Beleza e Estética, Limpeza de Pele, Gordura Localizada e Depilação","(21) 3005-3099",,,,,,,,"Av. Dr. Mario Guimarães, 318 - Sala 401 ","Centro ","Nova Iguaçu ","RJ ","26255-230","-22.75950017679027, -43.454966787319954",,
"Turismo ","TURISMO","CVC Plaza Shopping Niteroi","(21) 3192-9873",,,,,,,,"Rua Quinze de Novembro, 8 - Loja 259B ","Centro ","Niterói ","RJ ","24020-125","-22.89664154836671, -43.1237156895245",,
"Estética ","SAÚDE","Tratamento da Dor - Saúde Integrativa - Estética Avançada - Dra SandraTomaz","(21) 98820-7636",,,,,,,,"R. Antônio de Abreu, 80","Madureira","Rio de Janeiro","RJ","21351-130","-22.86951434850853, -43.34075127514996",,
"Estética ","SAÚDE","Royal Face| Estética Facial Nova Iguaçu RJ, Prechimento, Harmonização Facial, Botox, Fios de Sustentação, Bioestimulador","(21) 99135-7699",,,,,,,,"Av. Dr. Mario Guimarães, 626 - Loja B ","Centro ","Nova Iguaçu ","RJ ","26255-230","-22.75830838565738, -43.45778210266438",,
"Estética","SAÚDE","Alessandra Estetica","(21) 98109-6638",,,,,,,,"edifício Jairo Cunha - sala 805, Av. Dr. Manoel Teles, 77 - 8º andar ","Centro","Duque de caxias ","RJ ","25010-090","-22.789378076886578, -43.31110814499165",,
"Estética ","SAÚDE","Clínica de Estética em Nova Iguaçu","(21) 2698-3352",,,,,,,,"Tv. Almerinda Lucas de Azevedo, 11 - Sala 406","Centro ","Nova Iguaçu ","RJ ","26210-180","-22.75735095740528, -43.448504431215575",,
"Turismo ","TURISMO","Amarula Turismo","(21) 97019-1128",,,,,,,,"R. Lemos Cunha, 389 ","Icaraí ","Niterói ","RJ ","24230-136","-22.90157772180269, -43.104460512433754",,
"Estética","SAÚDE","Elegance Estética Avançada e Nutrição","(21) 98606-2274",,,,,,,,"R. Mariano Sendra dos Santos, 44 - Sala 311 -","Centro ","Duque de caxias ","RJ ","25010-080 ","-22.78994548655999, -43.310932216155486",,
"Estética ","SAÚDE","Lipodream | Depilação a Laser, Laser CO2, Rejuvenescimento Facial e Pós-Operatório em Nova Iguaçu","(21) 97035-4456",,,,,,,,"Av. Gov. Roberto Silveira, 470 - SALA 213 -","Centro ","Nova Iguaçu ","RJ ","26210-210","-22.754047632902605, -43.454407573828355",,
"Estética ","SAÚDE","Medlaser","(21) 97475-7232",,,,,,,,"R. Benjamin Constant, 300 ","Piabetá ","Magé ","RJ ","25931-766","-22.61234416433669, -43.177732580718306",,
"Estética","SAÚDE","Espaço Escultura do Corpo - Estética Corporal & Facial","(21) 97547-3721",,,,,,,,"Av. Dr. Manoel Teles, 113 - sala 606","Centro ","Duque de caxias ","RJ ","25010-090","-22.78990463032908, -43.310895116155386",,
"Estética ","SAÚDE","Espaço Femelle","(21) 3344-2459",,,,,,,,"R. Carolina Machado, 560 - 506 - ,  -","Madureira","Rio de Janeiro","RJ","RJ, 21351-021","-22.874164952759017, -43.34034027514982",,
"Turismo","TURISMO","Experimento Intercâmbio - Niterói","(21) 96470-0488",,,,,,,,"R. Ator Paulo Gustavo, 160 - sala 1002 l","Icaraí ","Niterói ","RJ ","24230-051","-22.9058963803975, -43.112173216508324",,
"Estética ","SAÚDE","Shanti Spa Urbano","(21) 99081-8804",,,,,,,,"R. Eduardina Miranda Telles, 250 - sobreloja 5 ","Piabetá ","Magé ","RJ ","25931-774","-22.611453402375627, -43.17659089102874",,
,"TURISMO","Tempo Livre Turismo e Viagens Ltda","(21) 2622-1122",,,,,,,,"Prédio Office Center - R. Maestro Felício Tolêdo, 519 - Sala 1.205 ","Centro","Niterói ","RJ ","24030-106","-22.89278267215135, -43.12126479137678",,
"Estética ","SAÚDE","A/C Clínica de Estética","(21) 3488-5480",,,,,,,,"Av. Dr. Mario Guimarães, 318 - sl 908/909 ","Centro ","Nova Iguaçu ","RJ ","26255-230","-22.66315416121381, -43.47572432280436",,
"Estética","SAÚDE","Pelo e Cia - Instituto de Beleza e Estética","(21) 4128-4569",,,,,,,,"R. José de Alvarenga, 290 ","Centro","Duque de caxias ","RJ ","25020-140","-22.788403032060007, -43.31144718917234",,
"Turismo","TURISMO","LH Turismo e Viagens","(21) 99298-4849",,,,,,,,"R. da Conceição, 125 - sala 709 ","Centro ","Niterói ","RJ ","24020-085","-22.89381025807316, -43.120341847196634",,
"Estética ","SAÚDE","MEIRELE´S CLINICA DE ESTETICA INTEGRADA","(21) 3540-2759",,,,,,,,"Av. Abílio Augusto Távora, 598 - loja 1 ","Centro ","Nova Iguaçu ","RJ ","26255-155","-22.76079437125856, -43.46021674499218",,
"Turismo","TURISMO","Exatatur Turismo","(21) 96727-4416",,,,,,,,"R. Padre Anchieta, 41 - Casa 3 ","São Domingos ","Niterói ","RJ ","24210-050","-22.898086950682696, -43.1225976318525",,
"Estetica","SAÚDE","Vip Clinic Dra Monique Michele","(21) 3743-9628",,,,,,,,"R. Dr. Thibau, 80 - sala 110","Centro","Nova Iguaçu ","RJ ","26255-150","-22.759523368681062, -43.454279244992215",,
"Estética ","SAÚDE","Day Clinic Madureira","(21) 3043-0606",,,,,,,,"R. Guarapari, 41","Madureira","Rio de Janeiro","RJ","21351-120","-22.869898803453562, -43.34187181932951",,
"Estetica","SAÚDE","intense clinica estetica","(21) 97922-8083",,,,,,,,"R. Gov. Portela, 1200 - sala 511","Centro","Nova Iguaçu ","RJ ","26221-030","-22.760127805542787, -43.446651615314245",,
"Turismo ","TURISMO","Tia Tania Viagens","(21) 99660-7301",,,,,,,,"R. Gavião Peixoto, 70 - Sala 1407 ","Icaraí ","Niterói ","RJ ","24230-090","-22.902240074270736, -43.111999560688446",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Micro Show Informática LTDA","(21) 3634-8070",,,,,,,,"R. Getúlio Vargas, 49 - Centro, Rio Bonito - RJ, 28800-000","Centro ","Rio Bonito ","RJ ","2880-000","-22.71006042077262, -42.62459130266549",,
"Estética ","SAÚDE","Bella Flor Estética","(21) 7208-3898",,,,,,,,"R. Otávio Tarquino, 1008 ","Centro","Nova Iguaçu ","RJ ","26215-342","-22.7528658588382, -43.44467288069467",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Novis.com Informática","(21) 2734-3239",,,,,,,,"Av. Manoel Duarte, 519-343 ","Centro ","Rio Bonito ","RJ ","28800-000","-22.70878476589862, -42.624340646846214",,
"Turismo ","TURISMO","Tourareg Viagens","(21) 3811-3076",,,,,,,,"R. Germano Faber, 454 ","Piratininga ","Niterói ","RJ ","24355-290","-22.941945361544736, -43.04314582021149",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Wk.com informática","(21) 99838-3007",,,,,,,,"R. Carlos Cordeiro, 119 - apt 303 ","Bela Vista ","Rio Bonito","RJ ","28800-000","-22.70675926180005, -42.61819971800997",,
"Estética ","SAÚDE","Botoclinic Nova Iguaçu","(21) 97270-7709",,,,,,,,"Av. Abílio Augusto Távora, 1111 - loja 4057 ","Luz","Nova Iguaçu ","RJ ","26260-045","-22.76323601471596, -43.46508741800892",,
"Turismo ","TURISMO","Egali Intercâmbio","(21) 2704-3827",,,,,,,,"Condomínio do Edifício Otávio Carneiro 100 - R. Otávio Carneiro, 100 - Sala 807 ","Icaraí ","Niterói ","RJ ","24230-191","-22.871757902922546, -43.09132959203626",,
"Estética ","SAÚDE","Márcia Novaes estetica","(21) 97141-0971",,,,,,,,"Av ministro Edgard Romero 244, Av. Min. Edgard Romero, 767 - loja 219","Madureira","Rio de Janeiro","RJ","21360-200","-22.86824893508719, -43.33447648505809",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Cassiano Fonseca Técnico de Informatica Rio Bonito","(21) 96699-9331",,,,,,,,"R. Norival Santos da Motta, 113 ","Rio do Ouro","Rio Bonito ","RJ ","28800-000 ","-22.706013430690422, -42.60308607568237",,
"TI","TECNOLOGIA DA INFORMAÇÃO","DigitALL Informática","(21) 97106-2731",,,,,,,,"R. Dom José Pereira Alves, 65 ","Centro","Rio Bonito ","RJ ","28800-000 ","-22.60592188378546, -42.61126845061044",,
"Turismo ","TURISMO","Mille Viagens","(21) 98355-4884",,,,,,,,"R. da Conceição, 154 ","Centro ","Niterói ","RJ ","24020-003","-22.894380195675552, -43.11989698917019",,
"Turismo ","TURISMO","Agência Julio Turismo","(21) 2667-3710",,,,,,,,"R. Cel. Francisco Soares, 495 ","Centro","Nova Iguaçu ","RJ ","26220-050","-22.757984113938996, -43.4443853756813",,
"TI","TECNOLOGIA DA INFORMAÇÃO","SS Informática","(21) 99712-4454",,,,,,,,"R. dos Guaranis, 165 ","Parque Indiano","Rio Bonito ","RJ ","28800-000 ","-22.48214544393042, -42.76298556266903",,
"Estética","SAÚDE","Estética Marcela Santos","(21) 99184-9805",,,,,,,,"R. Cel. Nicolau da Silva, 232 ","Parque Sr do Bonfim ","Duque de caxias ","RJ ","25025-490","-22.782126248920022, -43.31851704499177",,
"Turismo ","TURISMO","Viagens e Turismo JMFD","(21) 96759-5605",,,,,,,,"R. Padre Marcelino, 37 - c4 ","Barreto","Niterói ","RJ ","24110-235","-22.85776678613472, -43.10122627197345",,
"TI","TECNOLOGIA DA INFORMAÇÃO","TWSoluções Informática","(21) 98326-5025",,,,,,,,"R. Hilda Jardim Faria, 73 ","Boqueirão ","Rio Bonito ","RJ ","28800-000 ","-22.718555442505775, -42.61570943335431",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Easi Eletrônica e Informática Ltda.","(21) 2734-0870",,,,,,,,"R. Antônio Mansur, 52 ","Centro","Rio Bonito ","RJ ","28800-000 ","-22.712408238545855, -42.63310818732086",,
"Turismo ","TURISMO","Ciletur","(21) 2669-4888",,,,,,,,"Av. Gov. Roberto Silveira, 470 - Sala 603 - ","Centro ","Nova Iguaçu ","RJ ","26210-210 ","-22.753899006576454, -43.454509902664675",,
"Turismo ","TURISMO","Paradise Travel Tours","(21) 4124-9836",,,,,,,,"R. Gen. Andrade Neves ","Centro","Niterói ","RJ ","24210-000","-22.897842083856805, -43.12349250266181",,
"Estética","SAÚDE","Estética Cantinho do Corpo","(21) 99374-2208",,,,,,,,"Genaro Lomba 125 Fundos Segundo andar ","Centro","Duque de caxias ","RJ ","25010-060","-22.788293949216076, -43.31262460266384",,
"Turismo ","TURISMO","Cvc","(21) 99853-5425",,,,,,,,"Av. Gov. Roberto Silveira, 540 - Loja 329A ","Centro ","Nova Iguaçu ","RJ ","26285-060","-22.691496376760163, -43.50747889604943",,
"TI","TECNOLOGIA DA INFORMAÇÃO","R Tech","(21) 97132-9577",,,,,,,,"R. Roberto Mesquita, 325 ","Praça Cruzeiro ","Rio Bonito ","RJ ","28800-000 ","-22.717705061462603, -42.644920849993774",,
"Tecnologia ","TECNOLOGIA DA INFORMAÇÃO","UPGrade TI - Suporte de Informática","(21) 3268-7763",,,,,,,,"Estr. dos Três Rios, 1086 - Sala 518/519","Freguesia de Jacarepaguá ","Rio de Janeiro ","RJ ","22745-004","-22.93637913151957, -43.3336585468417",,
"Turismo ","TURISMO","CVC Fonseca - Niterói","(21) 96967-5161",,,,,,,,"Alameda São Boaventura, 690 ","Fonseca","Niterói ","RJ ","24120-191","-22.88102306951932, -43.09284787382596",,
"TI","TECNOLOGIA DA INFORMAÇÃO","TED Soluções em Tecnologia","(21) 2042-0152",,,,,,,,"Rua Jaudetti, R. Jandete Curi, 155 ","Caixa d'água ","Rio Bonito ","RJ ","28800-000 ","-22.70453364695089, -42.624283602665585",,
"Turismo ","TURISMO","Agência de viagens EP Turismo","(21) 96491-2363",,,,,,,,"Estr. Velha de Santa Rita, 1183 - Loja 3 ","Ponto Chic","Nova Iguaçu ","RJ ","26032-830","-22.717277593396997, -43.46774765001152",,
"Turismo ","TURISMO","Guide Turismo","(21) 2667-6387",,,,,,,,"Tv. Quaresma, 19 ","Centro","Nova Iguaçu ","Rj","26210-340","-22.758223078991296, -43.450901156630984",,
"Estética","SAÚDE","Aline Alves Centro de Estetica","(21) 97321-8161",,,,,,,,"Rua Carlos Leal, Lote:23 Quadra:05 ","Jardim leal","Duque de caxias ","RJ ","25035-430","-22.75494817187665, -43.3151878738284",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Conect Internet","(21) 2042-3011",,,,,,,,"R. Maj. Bezerra Cavalcante, 296 - Loja 05 ","Centro ","Rio Bonito ","RJ ","28800-000 ","-22.710134950686886, -42.6280099026654",,
"Turismo ","TURISMO","Viva Turismo - Agência de Viagens e Turismo","(21) 2620-0057",,,,,,,,"R. José Clemente, 73 - Sala 407 ","Centro ","Niterói ","RJ ","24020-104","-22.894532710482515, -43.121885202661765",,
"TI","TECNOLOGIA DA INFORMAÇÃO","PortalCG Assessoria em Informática","(21) 99985-2946",,,,,,,,"R. Milton Leão, 124 ","Campo Grande ","Rio de Janeiro ","RJ ","23050-160","-22.905450399841992, -43.56506673335061",,
"Turismo ","TURISMO","Top Tur Rio - C.Soares","(21) 3745-3977",,,,,,,,"R. Álvaro de Moura Sá, 200 ","Comendador Soares ","Nova Iguaçu ","RJ ","26280-030","-22.739872008276897, -43.4905665296481",,
"Turismo ","TURISMO","CI Intercâmbio","(21) 99381-0589",,,,,,,,"Plaza Office Torre Norte - Rua Quinze de Novembro, 4 - sala 1111 ","Icaraí ","Niterói ","RJ ","24020-125","-22.918468362744832, -43.23228633162134",,
"Turismo ","TURISMO","Conexão Múndi","(21) 98929-9410",,,,,,,,"Avenida Governador Roberto Silveira 447 Proinfo, Loja 08 ","Centro","Nova Iguaçu ","RJ ","26210-210","-22.754134308363994, -43.45501330451769",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Elite suprema informática","(21) 96990-2981",,,,,,,,"Rua Leônidas Moreira 45 ","Campo Grande ","Rio de Janeiro ","RJ ","23082-120","-22.891294178496537, -43.56881028731733",,
"Turismo ","TURISMO","Move Turismo","(21) 3745-9931",,,,,,,,"R. Dr. Thibau, 80 - Loja 10 ","Centro ","Nova Iguaçu ","RJ ","26255-160","-22.75966057553656, -43.454065818009056",,
"Turismo ","TURISMO","Savastano Viagens e Turismo","(21) 2625-0306",,,,,,,,"R. Dr. Fróes da Cruz, 184 ","Centro ","Niterói ","RJ ","24030-030","-22.8852616144491, -43.120558491023274",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Spyde Informática","(21) 2882-4400",,,,,,,,"Av. Dr. Mario Guimarães, 803 ","Centro ","Nova Iguaçu ","RJ ","26255-230 ","-22.758054688227443, -43.45939554499224",,
"Estética","SAÚDE","Exuberance Centro de Estética","(21) 2653-2519",,,,,,,,"R. Caibar Schutel, 640 ","Vila Itamarati","Duque de caxias ","RJ ","25070-180","-22.77868922009029, -43.301147302664056",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Informatize Informática - Filial","(21) 2668-3735",,,,,,,,"Av. Gov. Amaral Peixoto - Centro, Nova Iguaçu - RJ, 26220-070","Centro","Nova Iguaçu ","RJ ","26220-070","-22.759610042569555, -43.44795778731984",,
"Turismo ","TURISMO","DeAaZTur","(21) 3617-3544",,,,,,,,"Tv. Antônio Pedro, 12 ","Icaraí ","Niterói ","RJ ","24230-190","-22.908852533117773, -43.11009128546423",,
"TI","TECNOLOGIA DA INFORMAÇÃO","ISCOMPUTERSHOP Gamer Space","(21) 98580-2222",,,,,,,,"R. Prof. Gonçalves, 43 - Loja H ","Campo Grande ","Rio de Janeiro ","RJ ","23045-055","-22.90952046901507, -43.564926571972656",,
"Tecnologia ","TECNOLOGIA DA INFORMAÇÃO","Rdr Informática","(21) 3350-4937",,,,,,,,"R. Dagmar da Fonseca, 26 - Loja 108 - ,  - RJ,","Madureira","Rio de Janeiro","RJ","21351-040","-22.870748944030314, -43.338253413561276",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","VPN Informática","(21) 3742-3058",,,,,,,,"R. Comendador Soares, 75 ","Centro ","Nova Iguaçu ","RJ ","26255-350","-22.759290522375725, -43.45540040081155",,
"Tecnologia","TECNOLOGIA DA INFORMAÇÃO","Blue Sky Informática","(21) 3301-9954",,,,,,,,"shopping days, Av. Min. Edgard Romero, 244 - loja 220 - , Rio de Janeiro - RJ, 21360-200","Madureira","Rio de Janeiro","RJ","21360-200","-22.87097185115961, -43.33538327514997",,
"Tecnologia","TECNOLOGIA DA INFORMAÇÃO","CONNECTA INFORMÁTICA & SERVIÇOS DIGITAIS LTDA","(21) 2143-8789",,,,,,,,"Av. Min. Edgard Romero, 244","Madureira","Rio de Janeiro","RJ","21360-200","-22.864610568628294, -43.333842330970725",,
"TI","TECNOLOGIA DA INFORMAÇÃO","PH Soluções em Informática","(21) 96983-1576",,,,,,,,"Estr. do Campinho, 955 - bloco 9 ap 308 ","Campo Grande ","Rio de Janeiro ","RJ ","23070-221","-22.89891856871275, -43.575681644989565",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Aqui Tem Informática - Centro de Nova Iguaçu / RJ","(21) 97880-4947",,,,,,,,"R. Otávio Tarquino, 597 - Loja 139 ","Centro ","Nova Iguaçu ","RJ ","26215-341","-22.75558491046453, -43.447711473828356",,
"Turismo ","TURISMO","The Best Viagens","(21) 4126-4396",,,,,,,,"Edifício Icaraí Corporate - R. Gavião Peixoto, 70 - Sala 806 ","Icaraí ","Niterói ","RJ ","24230-100","-22.902221788044653, -43.111797658480924",,
"Estética","SAÚDE","Corpo Light","(21) 3848-3774",,,,,,,,"R. Manoel Vieira, 273 ","Centro ","Duque de caxias ","RJ ","25020-210","-22.783887134820105, -43.31359917197504",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","QM Informática","(21) 2768-5825",,,,,,,,"Av. Mal. Floriano Peixoto, 1480 ","Centro ","Nova Iguaçu ","RJ ","26220-060","-22.76208809290055, -43.44564783150052",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Fox Gamer Info","(21) 3795-9778",,,,,,,,"Av. Dom Hélder Câmara, 5027 - Stand 26 ","Cachambi","Rio de Janeiro ","RJ ","20771-001","-22.88693856446587, -43.27991701800657",,
"Tecnologia","TECNOLOGIA DA INFORMAÇÃO","TecnoHobby Informática","(21) 3272-8074",,,,,,,,"Estr. do Portela, 99 - loja 157","Madureira","Rio de Janeiro","RJ","21351-901","-22.872684950820744, -43.33882556165758",,
"Turismo","TURISMO","Joy Rio Turismo","(21) 99140-1807",,,,,,,,"Estr. Caetano Monteiro, 1074 ","Badu","Niterói "," RJ","24320-570","-22.907551910015762, -43.057894287317",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","AcessoX Informática - @cessox","(21) 2668-2723",,,,,,,,"Centro Empresarial Vianense, R. Dr. Thibau, 80 - Loja 05 ","Centro","Nova Iguaçu","RJ","26255-160","-22.759691122984957, -43.45395690081162",,
"TI","TECNOLOGIA DA INFORMAÇÃO","Allmix Informatica","(21) 2203-1240",,,,,,,,"Av. Dom Hélder Câmara, 10408 ","Cascadura","Rio de Janeiro","RJ","21380-003","-22.88175691718463, -43.327354702662035",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Allmix Informatica Nova Iguaçu","(21) 97700-0896",,,,,,,,"Av. Dr. Luiz Guimarães, 158 ","Centro","Nova Iguaçu ","RJ","26210-022","-22.759770542515064, -43.44744665000453",,
"Turismo","TURISMO","Êxodo Transporte e Turismo","(21) 99928-0009",,,,,,,,"R. Cândido Miguel da Costa, 211 Galpões: A e B ","Caramujo","Niterói","RJ","24140-314","-22.888170218895727, -43.072894331498006",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Technogama Informática - Nova Iguaçu","(21) 2663-7810",,,,,,,,"Rua Dr. Getúlio Vargas, n° 87 - Loja 02 ","Centro","Nova Iguaçu","RJ","26255-060","-22.76167855215197, -43.45029530266445",,
"Tecnologia ","TECNOLOGIA DA INFORMAÇÃO","New Sector","(21) 3272-8074",,,,,,,,"R. Dagmar da Fonseca, 26 - Loja 108","Madureira","Rio de Janeiro","RJ","21351-040","-22.874089037780994, -43.33757112171411",,
"Turismo","TURISMO","Centaurus Icarai Turismo e Cambio Niteroi","(21) 2610-5749",,,,,,,,"R. Otávio Carneiro, 143 - Sala 501 ","Icaraí","Niterói","RJ"," 24230-190","-22.90508414760929, -43.10886117197257",,
"Estética","SAÚDE","Jozi Estética Facial e Corporal","(21) 99119-3018",,,,,,,,"R. Francisco Alves, 127","Parque Beira Mar","Duque de Caxias","RJ"," 25085-420","-22.792132827734715, -43.28959078917219",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Solucionática Eletrônica e informática","(21) 2667-5391",,,,,,,,"Av. Dr. Mario Guimarães, 214 / 216","Centro","Nova Iguaçu","RJ"," 26255-230","-22.760028364140016, -43.45447633335352",,
"Turismo","TURISMO","Paradise Travel Tours","(21) 3619-8338",,,,,,,,"R. Maestro Felício Tolêdo, 495 - Grupo 717 ","Centro","Niterói","RJ","24030-103","-22.76003825755617, -43.45432612964764",,
"Tecnologia ","TECNOLOGIA DA INFORMAÇÃO","Med lan hause","(21) 2451-9271",,,,,,,,"R. Dagmar da Fonseca, 25","Madureira","Rio de Janeiro","RJ","21351-000","-22.869965853298044, -43.3386415417983",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Rafael Suprimentos de Informática","(21) 2658-8576",,,,,,,,"Av. Gov. Roberto Silveira, 447 ","Centro","Nova Iguaçu","RJ","26210-220","-22.75407264048745, -43.45500907197543",,
"Ortopedico","SAÚDE","SOS HOSPITALAR Material Médico Produto Hospitalar e Fitness","(21) 99469-4209",,,,,,,,"R. João do Carmo, n°81 - Loja 02 ","Centro","Rio Bonito","RJ","28800-000","-22.710318353980593, -42.62533803335448",,
"Turismo","TURISMO","New Places Turismo","(21) 99222-7437",,,,,,,,"R. da Conceição, 101"," Centro"," Niterói","RJ","24020-085","-22.89407619928577, -43.12066696033401",,
"Informática ","TECNOLOGIA DA INFORMAÇÃO","Lainfotec - Conquistando Novos Parceiros","(21) 2669-9423",,,,,,,,"Rua Brás Augusto, 164","Santa Efigênia","Nova Iguaçu","RJ","26286-110","-22.748834312266013, -43.46249991800919",,
"Turismo","TURISMO","Verantur Turismo Pedagógico","(21) 2717-8529",,,,,,,,"R. Luiz Leopoldo Fernandes Pinheiro, 587 ","Centro","Niterói","RJ","24030-127","-22.894442812124353, -43.1193721314981",,
"Ortopedico","SAÚDE","Hospitalar Rio Bonito","(21) 2734-2102",,,,,,,,"R. João do Carmo, 53 - Centro, Rio Bonito - RJ, 28800-000","Centro","Rio Bonito ","RJ","28800-000","-22.710322041981374, -42.62493603150151",,
"Turismo","TURISMO","Acquatur Viagens (Afiliados CVC e Decolar)","(21) 3602-3993",,,,,,,,"Edifício Manhattan - R. Gavião Peixoto, 124 - 1506 ","Icaraí","Niterói","RJ","24230-101","-22.903286090994325, -43.11074110266179",,
"Tecnologia ","TECNOLOGIA DA INFORMAÇÃO","EVELINK Informática","(21) 4101-7252",,,,,,,,"Av. Min. Edgard Romero, 244 - 206","Madureira","Rio de Janeiro","RJ","21360-200","-22.871019948640367, -43.335376546314",,
"Turismo","TURISMO","Clube de Viagens Mar e Sol","(21) 97578-9084",,,,,,,,"R. São João, 11 -","Centro","Niterói","RJ","24020-145","-22.891053307188013, -43.12319947197285",,
"Estética ","SAÚDE","Dra. Suzane Bertoni - Biomedicina Estética","(21) 96915-9705",,,,,,,,"R. Quinze de Novembro, 242 - Sala 302 -","Centro","Rio Bonito ","RJ","28800-000","-22.7108213548167, -42.62152805663174",,
